origin,dest,count
271370009003,271370004004,95
271370009003,271370005001,3
271370009003,271370005003,6
271370009003,271370007002,12
271370009003,271370007003,6
271370009003,271370009001,24
271370009003,271370009002,52
271370009003,271370009003,308
271370009003,271370009004,103
271370009003,271370010001,26
271370009003,271370011001,34
271370009003,271370012001,59
271370009003,271370012002,34
271370009003,271370013001,17
271370009003,271370013002,16
271370009003,271370014001,12
271370009003,271370014002,10
271370009003,271370014003,20
271370009003,271370016001,98
271370009003,271370016002,22
271370009003,271370017001,39
271370009003,271370017002,36
271370009003,271370018001,29
271370009003,271370018002,22
271370009003,271370018003,22
271370009003,271370019001,157
271370009003,271370019002,37
271370009003,271370019003,79
271370009003,271370020001,14
271370009003,271370020002,6
271370009003,271370022001,5
271370009003,271370156001,23
271370009003,271370156003,3
271370009003,271370157001,47
271370009003,271370157002,18
271370009003,271370157003,159
271370009004,271370003011,29
271370009004,271370003012,29
271370009004,271370003013,24
271370009004,271370003021,8
271370009004,271370004002,12
271370009004,271370004003,56
271370009004,271370004004,30
271370009004,271370005001,1
271370009004,271370007002,5
271370009004,271370007003,2
271370009004,271370009001,20
271370009004,271370009002,23
271370009004,271370009003,84
271370009004,271370009004,166
271370009004,271370010001,8
271370009004,271370011001,17
271370009004,271370012001,33
271370009004,271370012002,34
271370009004,271370013001,19
271370009004,271370013002,9
271370009004,271370014001,4
271370009004,271370014002,4
271370009004,271370014003,10
271370009004,271370016001,102
271370009004,271370016002,25
271370009004,271370017001,44
271370009004,271370017002,25
271370009004,271370018001,10
271370009004,271370018002,22
271370009004,271370018003,33
271370009004,271370019001,80
271370009004,271370019002,34
271370009004,271370019003,51
271370009004,271370020001,8
271370009004,271370020002,4
271370009004,271370022001,4
271370009004,271370156001,23
271370009004,271370156002,5
271370009004,271370156003,9
271370009004,271370157001,28
271370009004,271370157002,7
271370009004,271370157003,75
271370010001,271370001001,3
271370010001,271370001002,2
271370010001,271370001003,4
271370010001,271370003011,3
271370010001,271370003012,22
271370010001,271370003013,18
271370010001,271370003021,1
271370010001,271370004002,33
271370010001,271370004003,94
271370010001,271370004004,121
271370010001,271370005001,33
271370010001,271370005002,8
271370010001,271370005003,30
271370010001,271370006001,6
271370010001,271370006002,1
271370010001,271370006003,2
271370010001,271370006005,16
271370010001,271370007001,93
271370010001,271370007002,143
271370010001,271370007003,34
271370010001,271370009001,26
271370010001,271370009002,7
271370010001,271370009003,23
271370010001,271370009004,4
271370010001,271370010001,449
271370010001,271370011001,144
271370010001,271370012001,14
271370010001,271370012002,83
271370010001,271370013001,57
271370010001,271370013002,52
271370010001,271370014001,33
271370010001,271370014002,49
271370010001,271370014003,67
271370010001,271370016001,59
271370010001,271370016002,1
271370010001,271370017001,156
271370010001,271370017002,56
271370010001,271370018001,7
271370010001,271370018003,1
271370010001,271370019001,101
271370010001,271370019002,18
271370010001,271370019003,40
271370010001,271370020002,8
271370010001,271370157001,303
271370010001,271370157002,95
271370010001,271370157003,781
271370011001,271370001001,12
271370011001,271370002001,4
271370011001,271370003012,3
271370011001,271370003013,1
271370011001,271370004002,50
271370011001,271370004003,91
271370011001,271370004004,84
271370011001,271370005001,19
271370011001,271370005002,13
271370011001,271370005003,36
271370011001,271370006001,20
271370011001,271370006002,24
271370011001,271370006003,19
271370011001,271370006004,4
271370011001,271370006005,66
271370011001,271370007001,79
271370011001,271370007002,133
271370011001,271370007003,139
271370011001,271370009001,20
271370011001,271370009002,8
271370011001,271370009003,40
271370011001,271370009004,8
271370011001,271370010001,153
271370011001,271370011001,739
271370011001,271370012001,15
271370011001,271370012002,28
271370011001,271370013001,25
271370011001,271370013002,50
271370011001,271370014001,49
271370011001,271370014002,70
271370011001,271370014003,204
271370011001,271370016001,47
271370011001,271370016002,13
271370011001,271370017001,175
271370011001,271370017002,86
271370011001,271370018001,2
271370011001,271370018002,4
271370011001,271370018003,4
271370011001,271370019001,147
271370011001,271370019002,8
271370011001,271370019003,47
271370011001,271370020001,1
271370011001,271370020002,4
271370011001,271370157001,178
271370011001,271370157002,44
271370011001,271370157003,409
271370012001,271370003011,23
271370012001,271370003012,27
271370012001,271370003013,27
271370012001,271370003021,1
271370012001,271370004002,8
271370012001,271370004003,70
271370012001,271370004004,35
271370012001,271370005001,2
271370012001,271370005003,7
271370012001,271370007001,8
271370012001,271370007002,19
271370012001,271370007003,8
271370012001,271370009001,13
271370012001,271370009002,5
271370012001,271370009003,58
271370012001,271370009004,42
271370012001,271370010001,19
271370012001,271370011001,19
271370012001,271370012001,122
271370012001,271370012002,32
271370012001,271370013001,16
271370012001,271370013002,9
271370012001,271370014001,6
271370012001,271370014002,7
271370012001,271370014003,18
271370012001,271370016001,31
271370012001,271370016002,7
271370012001,271370017001,65
271370012001,271370017002,34
271370012001,271370018001,5
271370012001,271370018002,1
271370012001,271370018003,6
271370012001,271370019001,65
271370012001,271370019002,23
271370012001,271370019003,26
271370012001,271370156001,5
271370012001,271370156003,2
271370012001,271370157001,38
271370012001,271370157002,1
271370012001,271370157003,140
271370012002,271370003011,35
271370012002,271370003012,54
271370012002,271370003013,33
271370012002,271370003021,2
271370012002,271370004002,7
271370012002,271370004003,95
271370012002,271370004004,25
271370012002,271370005001,2
271370012002,271370005003,5
271370012002,271370007001,16
271370012002,271370007002,22
271370012002,271370007003,14
271370012002,271370009001,20
271370012002,271370009002,24
271370012002,271370009003,43
271370012002,271370009004,42
271370012002,271370010001,94
271370012002,271370011001,38
271370012002,271370012001,35
271370012002,271370012002,374
271370012002,271370013001,69
271370012002,271370013002,36
271370012002,271370014001,5
271370012002,271370014002,16
271370012002,271370014003,18
271370012002,271370016001,91
271370012002,271370016002,11
271370012002,271370017001,171
271370012002,271370017002,82
271370012002,271370018001,7
271370012002,271370018002,5
271370012002,271370018003,5
271370012002,271370019001,113
271370012002,271370019002,57
271370012002,271370019003,76
271370012002,271370020001,10
271370012002,271370020002,11
271370012002,271370022001,3
271370012002,271370156001,25
271370012002,271370156002,1
271370012002,271370156003,9
271370012002,271370157001,42
271370012002,271370157002,15
271370012002,271370157003,234
271370013001,271370003011,12
271370013001,271370003012,33
271370013001,271370003013,25
271370013001,271370004002,14
271370013001,271370004003,108
271370013001,271370004004,50
271370013001,271370005001,9
271370013001,271370005002,2
271370013001,271370005003,12
271370013001,271370007001,21
271370013001,271370007002,8
271370013001,271370007003,5
271370013001,271370009001,52
271370013001,271370009002,31
271370013001,271370009003,24
271370013001,271370009004,24
271370013001,271370010001,48
271370013001,271370011001,42
271370013001,271370012001,25
271370013001,271370012002,61
271370013001,271370013001,198
271370013001,271370013002,63
271370013001,271370014001,15
271370013001,271370014002,7
271370013001,271370014003,23
271370013001,271370016001,55
271370013001,271370016002,10
271370013001,271370017001,153
271370013001,271370017002,58
271370013001,271370018001,12
271370013001,271370018002,6
271370013001,271370018003,10
271370013001,271370019001,82
271370013001,271370019002,17
271370013001,271370019003,30
271370013001,271370020001,3
271370013001,271370020002,2
271370013001,271370022001,1
271370013001,271370156001,4
271370013001,271370157001,74
271370013001,271370157002,23
271370013001,271370157003,418
271370013002,271370003011,8
271370013002,271370003012,38
271370013002,271370003013,16
271370013002,271370004002,6
271370013002,271370004003,45
271370013002,271370004004,32
271370013002,271370005001,9
271370013002,271370005002,1
271370013002,271370005003,21
271370013002,271370006005,2
271370013002,271370007001,19
271370013002,271370007002,30
271370013002,271370007003,7
271370013002,271370009001,14
271370013002,271370009002,4
271370013002,271370009003,14
271370013002,271370009004,10
271370013002,271370010001,46
271370013002,271370011001,44
271370013002,271370012001,17
271370013002,271370012002,39
271370013002,271370013001,61
271370013002,271370013002,197
271370013002,271370014001,17
271370013002,271370014002,13
271370013002,271370014003,56
271370013002,271370016001,37
271370013002,271370016002,5
271370013002,271370017001,256
271370013002,271370017002,62
271370013002,271370018001,7
271370013002,271370018002,3
271370013002,271370018003,3
271370013002,271370019001,96
271370013002,271370019002,31
271370013002,271370019003,40
271370013002,271370020002,11
271370013002,271370022001,2
271370013002,271370156001,1
271370013002,271370157001,37
271370013002,271370157002,20
271370013002,271370157003,230
271370014001,271370001001,2
271370014001,271370001002,1
271370014001,271370003012,13
271370014001,271370003013,4
271370014001,271370004002,12
271370014001,271370004003,24
271370014001,271370004004,32
271370014001,271370005001,13
271370014001,271370005002,1
271370014001,271370005003,5
271370014001,271370006005,1
271370014001,271370007001,8
271370014001,271370007002,32
271370014001,271370007003,11
271370014001,271370009001,1
271370014001,271370009002,1
271370014001,271370009003,10
271370014001,271370009004,4
271370014001,271370010001,30
271370014001,271370011001,53
271370014001,271370012001,5
271370014001,271370012002,2
271370014001,271370013001,15
271370014001,271370013002,20
271370014001,271370014001,66
271370014001,271370014002,42
271370014001,271370014003,57
271370014001,271370016001,25
271370014001,271370017001,76
271370014001,271370017002,23
271370014001,271370018001,4
271370014001,271370018002,1
271370014001,271370018003,6
271370014001,271370019001,38
271370014001,271370019002,6
271370014001,271370019003,10
271370014001,271370020001,1
271370014001,271370020002,1
271370014001,271370157001,55
271370014001,271370157002,7
271370014001,271370157003,162
271370014002,271370001001,1
271370014002,271370003012,4
271370014002,271370003013,5
271370014002,271370004002,9
271370014002,271370004003,26
271370014002,271370004004,27
271370014002,271370005001,5
271370014002,271370005002,3
271370014002,271370005003,9
271370014002,271370006001,3
271370014002,271370006005,2
271370014002,271370007001,14
271370014002,271370007002,18
271370014002,271370007003,13
271370014002,271370009001,8
271370014002,271370009002,9
271370014002,271370009003,12
271370014002,271370009004,4
271370014002,271370010001,40
271370014002,271370011001,65
271370014002,271370012001,6
271370014002,271370012002,18
271370014002,271370013001,9
271370014002,271370013002,14
271370014002,271370014001,31
271370014002,271370014002,112
271370014002,271370014003,90
271370014002,271370016001,41
271370014002,271370016002,33
271370014002,271370017001,109
271370014002,271370017002,28
271370014002,271370018002,2
271370014002,271370018003,2
271370014002,271370019001,92
271370014002,271370019002,12
271370014002,271370019003,32
271370014002,271370020002,1
271370014002,271370157001,30
271370014002,271370157002,20
271370014002,271370157003,56
271370014003,271370001001,1
271370014003,271370002001,1
271370014003,271370003012,16
271370014003,271370003013,4
271370014003,271370004002,18
271370014003,271370004003,83
271370014003,271370004004,44
271370014003,271370005001,17
271370014003,271370005002,5
271370014003,271370005003,32
271370014003,271370006001,43
271370014003,271370006003,6
271370014003,271370006005,18
271370014003,271370007001,50
271370014003,271370007002,54
271370014003,271370007003,34
271370014003,271370009001,9
271370014003,271370009002,14
271370014003,271370009003,21
271370014003,271370009004,11
271370014003,271370010001,66
271370014003,271370011001,145
271370014003,271370012001,16
271370014003,271370012002,22
271370014003,271370013001,26
271370014003,271370013002,51
271370014003,271370014001,41
271370014003,271370014002,79
271370014003,271370014003,446
271370014003,271370016001,53
271370014003,271370016002,20
271370014003,271370017001,189
271370014003,271370017002,41
271370014003,271370018002,6
271370014003,271370018003,11
271370014003,271370019001,84
271370014003,271370019002,13
271370014003,271370019003,50
271370014003,271370020001,3
271370014003,271370020002,5
271370014003,271370022001,3
271370014003,271370157001,72
271370014003,271370157002,24
271370014003,271370157003,216
271370016001,271370003011,73
271370016001,271370003012,102
271370016001,271370003013,66
271370016001,271370003021,14
271370016001,271370004002,21
271370016001,271370004003,86
271370016001,271370004004,75
271370016001,271370005001,1
271370016001,271370005003,101
271370016001,271370007001,3
271370016001,271370007002,35
271370016001,271370007003,33
271370016001,271370009001,55
271370016001,271370009002,57
271370016001,271370009003,92
271370016001,271370009004,115
271370016001,271370010001,62
271370016001,271370011001,69
271370016001,271370012001,25
271370016001,271370012002,78
271370016001,271370013001,46
271370016001,271370013002,34
271370016001,271370014001,23
271370016001,271370014002,24
271370016001,271370014003,46
271370016001,271370016001,718
271370016001,271370016002,52
271370016001,271370017001,171
271370016001,271370017002,184
271370016001,271370018001,18
271370016001,271370018002,29
271370016001,271370018003,35
271370016001,271370019001,156
271370016001,271370019002,67
271370016001,271370019003,134
271370016001,271370020001,27
271370016001,271370020002,25
271370016001,271370022001,6
271370016001,271370024001,3
271370016001,271370156001,26
271370016001,271370156002,2
271370016001,271370156003,20
271370016001,271370157001,70
271370016001,271370157002,54
271370016001,271370157003,145
271370016002,271370003011,34
271370016002,271370003012,8
271370016002,271370003013,9
271370016002,271370003021,3
271370016002,271370004002,5
271370016002,271370004003,31
271370016002,271370004004,5
271370016002,271370005003,3
271370016002,271370007002,3
271370016002,271370007003,1
271370016002,271370009002,4
271370016002,271370009003,28
271370016002,271370009004,19
271370016002,271370011001,12
271370016002,271370012001,7
271370016002,271370012002,10
271370016002,271370013001,8
271370016002,271370013002,5
271370016002,271370014001,1
271370016002,271370014002,31
271370016002,271370014003,20
271370016002,271370016001,56
271370016002,271370016002,65
271370016002,271370017001,16
271370016002,271370017002,16
271370016002,271370018001,2
271370016002,271370018002,2
271370016002,271370018003,11
271370016002,271370019001,95
271370016002,271370019002,40
271370016002,271370019003,72
271370016002,271370020001,3
271370016002,271370020002,5
271370016002,271370022001,1
271370016002,271370026001,2
271370016002,271370156001,2
271370016002,271370156002,9
271370016002,271370156003,2
271370016002,271370157001,9
271370016002,271370157002,4
271370016002,271370157003,32
271370017001,271370003011,13
271370017001,271370003012,100
271370017001,271370003013,38
271370017001,271370003021,4
271370017001,271370004002,26
271370017001,271370004003,90
271370017001,271370004004,74
271370017001,271370005001,19
271370017001,271370005002,2
271370017001,271370005003,27
271370017001,271370006001,14
271370017001,271370006003,2
271370017001,271370006005,9
271370017001,271370007001,53
271370017001,271370007002,40
271370017001,271370007003,52
271370017001,271370009001,39
271370017001,271370009002,45
271370017001,271370009003,42
271370017001,271370009004,53
271370017001,271370010001,123
271370017001,271370011001,155
271370017001,271370012001,58
271370017001,271370012002,220
271370017001,271370013001,122
271370017001,271370013002,218
271370017001,271370014001,74
271370017001,271370014002,69
271370017001,271370014003,130
271370017001,271370016001,222
271370017001,271370016002,16
271370017001,271370017001,1422
271370017001,271370017002,249
271370017001,271370018001,16
271370017001,271370018002,17
271370017001,271370018003,27
271370017001,271370019001,339
271370017001,271370019002,44
271370017001,271370019003,137
271370017001,271370020001,23
271370017001,271370020002,22
271370017001,271370022001,16
271370017001,271370156001,10
271370017001,271370157001,75
271370017001,271370157002,71
271370017001,271370157003,192
271370017002,271370003011,28
271370017002,271370003012,109
271370017002,271370003013,48
271370017002,271370003021,1
271370017002,271370004002,15
271370017002,271370004003,65
271370017002,271370004004,38
271370017002,271370005003,14
271370017002,271370007001,14
271370017002,271370007002,27
271370017002,271370007003,33
271370017002,271370009001,24
271370017002,271370009002,34
271370017002,271370009003,38
271370017002,271370009004,25
271370017002,271370010001,59
271370017002,271370011001,100
271370017002,271370012001,25
271370017002,271370012002,108
271370017002,271370013001,66
271370017002,271370013002,65
271370017002,271370014001,25
271370017002,271370014002,29
271370017002,271370014003,38
271370017002,271370016001,156
271370017002,271370016002,22
271370017002,271370017001,275
271370017002,271370017002,598
271370017002,271370018001,19
271370017002,271370018002,14
271370017002,271370018003,34
271370017002,271370019001,190
271370017002,271370019002,28
271370017002,271370019003,178
271370017002,271370020001,13
271370017002,271370020002,13
271370017002,271370022001,7
271370017002,271370156001,26
271370017002,271370156002,2
271370017002,271370156003,11
271370017002,271370157001,45
271370017002,271370157002,22
271370017002,271370157003,134
271370018001,271370003011,30
271370018001,271370003012,34
271370018001,271370003013,10
271370018001,271370003021,1
271370018001,271370003022,2
271370018001,271370004002,11
271370018001,271370004003,31
271370018001,271370004004,4
271370018001,271370005003,1
271370018001,271370009001,2
271370018001,271370009002,8
271370018001,271370009003,32
271370018001,271370009004,16
271370018001,271370010001,6
271370018001,271370011001,1
271370018001,271370012001,4
271370018001,271370012002,7
271370018001,271370013001,9
271370018001,271370013002,6
271370018001,271370014001,3
271370018001,271370014002,1
271370018001,271370014003,1
271370018001,271370016001,22
271370018001,271370016002,3
271370018001,271370017001,13
271370018001,271370017002,18
271370018001,271370018001,37
271370018001,271370018002,14
271370018001,271370018003,14
271370018001,271370019001,58
271370018001,271370019002,25
271370018001,271370019003,20
271370018001,271370020002,1
271370018001,271370022001,1
271370018001,271370023001,1
271370018001,271370156001,7
271370018001,271370156002,1
271370018001,271370156003,1
271370018001,271370157001,1
271370018001,271370157002,2
271370018001,271370157003,10
271370018002,271370003011,16
271370018002,271370003012,28
271370018002,271370003013,17
271370018002,271370004002,6
271370018002,271370004003,26
271370018002,271370009001,4
271370018002,271370009002,8
271370018002,271370009003,21
271370018002,271370009004,24
271370018002,271370010001,1
271370018002,271370011001,3
271370018002,271370012002,3
271370018002,271370013001,8
271370018002,271370013002,2
271370018002,271370014001,3
271370018002,271370014002,1
271370018002,271370014003,11
271370018002,271370016001,31
271370018002,271370016002,2
271370018002,271370017001,18
271370018002,271370017002,16
271370018002,271370018001,15
271370018002,271370018002,88
271370018002,271370018003,59
271370018002,271370019001,135
271370018002,271370019002,12
271370018002,271370019003,60
271370018002,271370020001,15
271370018002,271370020002,17
271370018002,271370023001,3
271370018002,271370026001,1
271370018002,271370156001,24
271370018002,271370156002,19
271370018002,271370156003,9
271370018002,271370157001,2
271370018002,271370157003,9
271370018003,271370003011,22
271370018003,271370003012,22
271370018003,271370003013,9
271370018003,271370003021,2
271370018003,271370004002,2
271370018003,271370004003,23
271370018003,271370004004,13
271370018003,271370005003,1
271370018003,271370007003,1
271370018003,271370009001,10
271370018003,271370009002,14
271370018003,271370009003,19
271370018003,271370009004,24
271370018003,271370010001,3
271370018003,271370011001,6
271370018003,271370012001,7
271370018003,271370012002,5
271370018003,271370013001,14
271370018003,271370013002,6
271370018003,271370014001,4
271370018003,271370014002,4
271370018003,271370014003,9
271370018003,271370016001,34
271370018003,271370016002,15
271370018003,271370017001,19
271370018003,271370017002,32
271370018003,271370018001,13
271370018003,271370018002,49
271370018003,271370018003,215
271370018003,271370019001,144
271370018003,271370019002,46
271370018003,271370019003,85
271370018003,271370020001,3
271370018003,271370020002,9
271370018003,271370022001,1
271370018003,271370026001,3
271370018003,271370026002,3
271370018003,271370156001,17
271370018003,271370156002,18
271370018003,271370156003,13
271370018003,271370157001,5
271370018003,271370157003,7
271370019001,271370003011,78
271370019001,271370003012,232
271370019001,271370003013,137
271370019001,271370003021,14
271370019001,271370004003,34
271370019001,271370004004,16
271370019001,271370005003,3
271370019001,271370007002,4
271370019001,271370007003,22
271370019001,271370009001,107
271370019001,271370009002,116
271370019001,271370009003,156
271370019001,271370009004,81
271370019001,271370010001,94
271370019001,271370011001,249
271370019001,271370012001,71
271370019001,271370012002,187
271370019001,271370013001,95
271370019001,271370013002,208
271370019001,271370014001,46
271370019001,271370014002,87
271370019001,271370014003,78
271370019001,271370016001,180
271370019001,271370016002,80
271370019001,271370017001,374
271370019001,271370017002,224
271370019001,271370018001,56
271370019001,271370018002,122
271370019001,271370018003,110
271370019001,271370019001,2678
271370019001,271370019002,67
271370019001,271370019003,668
271370019001,271370020001,139
271370019001,271370020002,205
271370019001,271370022001,187
271370019001,271370023001,2
271370019001,271370023002,4
271370019001,271370024001,49
271370019001,271370026001,41
271370019001,271370026002,24
271370019001,271370156001,202
271370019001,271370156002,119
271370019001,271370156003,147
271370019001,271370157001,22
271370019001,271370157002,48
271370019001,271370157003,5
271370019001,271370158002,1
271370019002,271370003011,16
271370019002,271370003012,41
271370019002,271370003013,35
271370019002,271370003021,3
271370019002,271370003022,1
271370019002,271370004002,3
271370019002,271370004003,18
271370019002,271370004004,11
271370019002,271370007002,2
271370019002,271370007003,5
271370019002,271370009001,28
271370019002,271370009002,22
271370019002,271370009003,33
271370019002,271370009004,29
271370019002,271370010001,19
271370019002,271370011001,10
271370019002,271370012001,22
271370019002,271370012002,53
271370019002,271370013001,18
271370019002,271370013002,32
271370019002,271370014001,6
271370019002,271370014002,9
271370019002,271370014003,20
271370019002,271370016001,66
271370019002,271370016002,37
271370019002,271370017001,58
271370019002,271370017002,37
271370019002,271370018001,23
271370019002,271370018002,14
271370019002,271370018003,39
271370019002,271370019001,54
271370019002,271370019002,61
271370019002,271370019003,163
271370019002,271370020001,5
271370019002,271370020002,25
271370019002,271370022001,9
271370019002,271370024001,6
271370019002,271370026001,3
271370019002,271370156001,26
271370019002,271370156002,9
271370019002,271370156003,25
271370019002,271370157001,3
271370019002,271370157002,7
271370019002,271370157003,14
271370019003,271370003011,35
271370019003,271370003012,136
271370019003,271370003013,61
271370019003,271370003021,8
271370019003,271370004002,8
271370019003,271370004003,41
271370019003,271370004004,27
271370019003,271370007002,3
271370019003,271370007003,11
271370019003,271370009001,29
271370019003,271370009002,37
271370019003,271370009003,73
271370019003,271370009004,49
271370019003,271370010001,52
271370019003,271370011001,56
271370019003,271370012001,33
271370019003,271370012002,66
271370019003,271370013001,42
271370019003,271370013002,49
271370019003,271370014001,13
271370019003,271370014002,31
271370019003,271370014003,78
271370019003,271370016001,115
271370019003,271370016002,57
271370019003,271370017001,168
271370019003,271370017002,173
271370019003,271370018001,22
271370019003,271370018002,57
271370019003,271370018003,96
271370019003,271370019001,471
271370019003,271370019002,149
271370019003,271370019003,863
271370019003,271370020001,57
271370019003,271370020002,58
271370019003,271370022001,48
271370019003,271370024001,10
271370019003,271370026001,10
271370019003,271370026002,1
271370019003,271370156001,64
271370019003,271370156002,65
271370019003,271370156003,51
271370019003,271370157001,16
271370019003,271370157002,10
271370019003,271370157003,33
271370020001,271370003011,12
271370020001,271370003012,16
271370020001,271370003013,29
271370020001,271370003021,2
271370020001,271370004003,5
271370020001,271370009001,5
271370020001,271370009003,13
271370020001,271370009004,9
271370020001,271370012001,1
271370020001,271370012002,12
271370020001,271370013001,4
271370020001,271370014001,3
271370020001,271370014003,2
271370020001,271370016001,26
271370020001,271370016002,1
271370020001,271370017001,27
271370020001,271370017002,17
271370020001,271370018002,13
271370020001,271370018003,2
271370020001,271370019001,141
271370020001,271370019002,5
271370020001,271370019003,66
271370020001,271370020001,124
271370020001,271370020002,66
271370020001,271370022001,13
271370020001,271370023001,21
271370020001,271370023002,1
271370020001,271370023003,3
271370020001,271370023004,1
271370020001,271370026002,3
271370020001,271370156001,52
271370020001,271370156002,9
271370020001,271370156003,8
271370020001,271370157002,2
271370020001,271370158001,2
271370020001,271370158002,1
271370020002,271370003011,7
271370020002,271370003012,17
271370020002,271370003013,8
271370020002,271370004003,5
271370020002,271370009001,2
271370020002,271370009002,1
271370020002,271370009003,7
271370020002,271370009004,3
271370020002,271370010001,10
271370020002,271370011001,4
271370020002,271370012002,14
271370020002,271370013001,3
271370020002,271370013002,16
271370020002,271370014002,1
271370020002,271370014003,13
271370020002,271370016001,17
271370020002,271370016002,8
271370020002,271370017001,23
271370020002,271370017002,10
271370020002,271370018001,2
271370020002,271370018002,15
271370020002,271370018003,11
271370020002,271370019001,213
271370020002,271370019002,23
271370020002,271370019003,69
271370020002,271370020001,57
271370020002,271370020002,106
271370020002,271370022001,4
271370020002,271370023001,4
271370020002,271370023002,1
271370020002,271370023003,1
271370020002,271370024001,2
271370020002,271370026001,3
271370020002,271370026002,3
271370020002,271370156001,44
271370020002,271370156002,17
271370020002,271370156003,11
271370020002,271370157002,1
271370020002,271370157003,1
271370020002,271370158002,3
271370020002,271370158003,1
271370022001,271370003012,2
271370022001,271370009003,5
271370022001,271370009004,3
271370022001,271370012002,2
271370022001,271370013002,1
271370022001,271370014002,1
271370022001,271370014003,2
271370022001,271370016001,5
271370022001,271370016002,2
271370022001,271370017001,24
271370022001,271370017002,6
271370022001,271370019001,218
271370022001,271370019002,11
271370022001,271370019003,45
271370022001,271370020001,10
271370022001,271370020002,2
271370022001,271370022001,525
271370022001,271370156001,7
271370023001,271370003011,419
271370023001,271370003012,62
271370023001,271370003013,66
271370023001,271370003021,6
271370023001,271370003022,123
271370023001,271370009002,1
271370023001,271370018001,2
271370023001,271370018002,3
271370023001,271370019001,6
271370023001,271370020001,12
271370023001,271370020002,4
271370023001,271370023001,707
271370023001,271370023002,153
271370023001,271370023003,150
271370023001,271370023004,218
271370023001,271370024001,131
271370023001,271370026001,91
271370023001,271370026002,93
271370023001,271370103013,16
271370023001,271370103023,43
271370023001,271370156001,70
271370023001,271370156002,88
271370023001,271370156003,101
271370023001,271370158001,1
271370023001,271370158002,4
271370023001,271370158003,2
271370023002,271370003011,108
271370023002,271370003012,3
271370023002,271370003013,7
271370023002,271370003022,23
271370023002,271370019001,9
271370023002,271370020001,1
271370023002,271370020002,1
271370023002,271370023001,160
271370023002,271370023002,189
271370023002,271370023003,58
271370023002,271370023004,122
271370023002,271370024001,7
271370023002,271370026001,19
271370023002,271370026002,37
271370023002,271370103013,15
271370023002,271370103022,1
271370023002,271370103023,30
271370023002,271370156001,40
271370023002,271370156002,42
271370023002,271370156003,32
271370023002,271370158001,2
271370023002,271370158002,20
271370023002,271370158003,11
271370023002,271370158004,8
271370023002,271370158005,2
271370023003,271370003011,131
271370023003,271370003012,2
271370023003,271370003013,6
271370023003,271370003021,5
271370023003,271370003022,53
271370023003,271370020001,2
271370023003,271370023001,111
271370023003,271370023002,45
271370023003,271370023003,112
271370023003,271370023004,143
271370023003,271370024001,8
271370023003,271370026001,1
271370023003,271370026002,12
271370023003,271370103013,26
271370023003,271370103022,4
271370023003,271370103023,37
271370023003,271370156001,33
271370023003,271370156002,18
271370023003,271370156003,21
271370023003,271370158002,2
271370023004,271370003011,271
271370023004,271370003012,12
271370023004,271370003013,53
271370023004,271370003021,2
271370023004,271370003022,109
271370023004,271370020001,2
271370023004,271370023001,179
271370023004,271370023002,116
271370023004,271370023003,139
271370023004,271370023004,526
271370023004,271370024001,30
271370023004,271370026001,37
271370023004,271370026002,27
271370023004,271370103013,45
271370023004,271370103022,9
271370023004,271370103023,89
271370023004,271370156001,45
271370023004,271370156002,33
271370023004,271370156003,54
271370023004,271370158001,1
271370023004,271370158002,1
271370024001,271370003011,21
271370024001,271370003012,9
271370024001,271370003013,14
271370024001,271370016001,7
271370024001,271370016002,1
271370024001,271370018003,4
271370024001,271370019001,54
271370024001,271370019002,9
271370024001,271370019003,12
271370024001,271370020001,2
271370024001,271370020002,2
271370024001,271370023001,143
271370024001,271370023002,8
271370024001,271370023003,5
271370024001,271370023004,28
271370024001,271370024001,224
271370024001,271370026001,30
271370024001,271370026002,34
271370024001,271370033001,1
271370024001,271370034001,6
271370024001,271370103023,3
271370024001,271370156001,86
271370024001,271370156002,95
271370024001,271370156003,78
271370024001,271370158001,6
271370024001,271370158002,44
271370024001,271370158003,4
271370024001,271370158004,10
271370024001,271370158005,11
271370026001,271370003011,2
271370026001,271370003012,1
271370026001,271370003013,1
271370026001,271370016001,1
271370026001,271370018002,3
271370026001,271370018003,1
271370026001,271370019001,43
271370026001,271370019002,3
271370026001,271370019003,18
271370026001,271370020001,1
271370026001,271370023001,99
271370026001,271370023002,17
271370026001,271370023003,2
271370026001,271370023004,30
271370026001,271370024001,30
271370026001,271370026001,101
271370026001,271370026002,62
271370026001,271370030001,1
271370026001,271370030002,3
271370026001,271370033001,4
271370026001,271370033002,1
271370026001,271370034001,17
271370026001,271370034002,1
271370026001,271370156001,42
271370026001,271370156002,165
271370026001,271370156003,37
271370026001,271370158001,11
271370026001,271370158002,64
271370026001,271370158003,11
271370026001,271370158004,33
271370026001,271370158005,10
271370026002,271370003011,1
271370026002,271370003012,2
271370026002,271370003013,8
271370026002,271370018002,1
271370026002,271370018003,3
271370026002,271370019001,19
271370026002,271370019003,6
271370026002,271370020001,2
271370026002,271370020002,2
271370026002,271370023001,99
271370026002,271370023002,37
271370026002,271370023003,13
271370026002,271370023004,34
271370026002,271370024001,38
271370026002,271370026001,71
271370026002,271370026002,298
271370026002,271370030001,8
271370026002,271370030002,14
271370026002,271370033001,7
271370026002,271370033002,1
271370026002,271370033003,7
271370026002,271370034001,20
271370026002,271370034002,3
271370026002,271370156001,40
271370026002,271370156002,178
271370026002,271370156003,84
