origin,dest,count
271370003022,271370003011,1995
271370003022,271370003012,101
271370003022,271370003013,122
271370003022,271370003021,512
271370003022,271370003022,1503
271370003022,271370004001,3
271370003022,271370004002,68
271370003022,271370004003,26
271370003022,271370004004,2
271370003022,271370009003,2
271370003022,271370018001,1
271370003022,271370019002,1
271370003022,271370019003,1
271370003022,271370023001,118
271370003022,271370023002,18
271370003022,271370023003,33
271370003022,271370023004,72
271370003022,271370103012,106
271370003022,271370103013,513
271370003022,271370103021,1
271370003022,271370103022,13
271370003022,271370103023,128
271370004001,271370001001,44
271370004001,271370001002,40
271370004001,271370001003,61
271370004001,271370003021,5
271370004001,271370003022,2
271370004001,271370004001,172
271370004001,271370004002,54
271370004001,271370004003,6
271370004001,271370004004,17
271370004001,271370005001,1
271370004001,271370005003,1
271370004001,271370104001,84
271370004001,271370104002,64
271370004002,271370001001,15
271370004002,271370001002,12
271370004002,271370001003,8
271370004002,271370003011,40
271370004002,271370003012,64
271370004002,271370003013,62
271370004002,271370003021,159
271370004002,271370003022,70
271370004002,271370004001,47
271370004002,271370004002,566
271370004002,271370004003,409
271370004002,271370004004,410
271370004002,271370005001,21
271370004002,271370005002,8
271370004002,271370005003,21
271370004002,271370007001,5
271370004002,271370007002,18
271370004002,271370007003,4
271370004002,271370009001,17
271370004002,271370009002,32
271370004002,271370009003,44
271370004002,271370009004,12
271370004002,271370010001,29
271370004002,271370011001,44
271370004002,271370012001,8
271370004002,271370012002,4
271370004002,271370013001,14
271370004002,271370013002,11
271370004002,271370014001,13
271370004002,271370014002,7
271370004002,271370014003,8
271370004002,271370016001,22
271370004002,271370016002,6
271370004002,271370017001,21
271370004002,271370017002,10
271370004002,271370018001,11
271370004002,271370018002,8
271370004002,271370019002,3
271370004002,271370019003,6
271370004002,271370104001,4
271370004002,271370104002,1
271370004002,271370157001,59
271370004002,271370157002,27
271370004002,271370157003,235
271370004003,271370001001,2
271370004003,271370003011,41
271370004003,271370003012,295
271370004003,271370003013,91
271370004003,271370003021,205
271370004003,271370003022,25
271370004003,271370004001,6
271370004003,271370004002,417
271370004003,271370004003,2646
271370004003,271370004004,851
271370004003,271370005001,27
271370004003,271370005002,9
271370004003,271370005003,31
271370004003,271370007002,22
271370004003,271370007003,10
271370004003,271370009001,53
271370004003,271370009002,152
271370004003,271370009003,140
271370004003,271370009004,52
271370004003,271370010001,79
271370004003,271370011001,77
271370004003,271370012001,59
271370004003,271370012002,101
271370004003,271370013001,92
271370004003,271370013002,52
271370004003,271370014001,20
271370004003,271370014002,17
271370004003,271370014003,109
271370004003,271370016001,81
271370004003,271370016002,27
271370004003,271370017001,88
271370004003,271370017002,72
271370004003,271370018001,28
271370004003,271370018002,25
271370004003,271370018003,22
271370004003,271370019001,38
271370004003,271370019002,19
271370004003,271370019003,41
271370004003,271370020001,3
271370004003,271370020002,6
271370004003,271370157001,110
271370004003,271370157002,39
271370004003,271370157003,355
271370004004,271370001001,26
271370004004,271370001002,2
271370004004,271370003011,3
271370004004,271370003012,105
271370004004,271370003013,8
271370004004,271370003021,74
271370004004,271370004001,10
271370004004,271370004002,291
271370004004,271370004003,665
271370004004,271370004004,765
271370004004,271370005001,46
271370004004,271370005002,61
271370004004,271370005003,66
271370004004,271370007001,16
271370004004,271370007002,53
271370004004,271370007003,21
271370004004,271370009001,49
271370004004,271370009002,82
271370004004,271370009003,101
271370004004,271370009004,24
271370004004,271370010001,122
271370004004,271370011001,85
271370004004,271370012001,34
271370004004,271370012002,29
271370004004,271370013001,49
271370004004,271370013002,27
271370004004,271370014001,27
271370004004,271370014002,28
271370004004,271370014003,42
271370004004,271370016001,62
271370004004,271370016002,8
271370004004,271370017001,52
271370004004,271370017002,40
271370004004,271370018001,3
271370004004,271370018002,1
271370004004,271370018003,10
271370004004,271370019001,16
271370004004,271370019002,16
271370004004,271370019003,31
271370004004,271370020002,1
271370004004,271370157001,174
271370004004,271370157002,118
271370004004,271370157003,923
271370005001,271370001001,40
271370005001,271370001002,15
271370005001,271370001003,39
271370005001,271370002002,3
271370005001,271370004001,2
271370005001,271370004002,24
271370005001,271370004003,29
271370005001,271370004004,57
271370005001,271370005001,172
271370005001,271370005002,47
271370005001,271370005003,58
271370005001,271370006001,6
271370005001,271370006002,1
271370005001,271370006003,10
271370005001,271370006004,4
271370005001,271370006005,7
271370005001,271370007001,32
271370005001,271370007002,42
271370005001,271370007003,35
271370005001,271370009001,3
271370005001,271370009002,3
271370005001,271370009003,3
271370005001,271370009004,1
271370005001,271370010001,17
271370005001,271370011001,16
271370005001,271370012001,2
271370005001,271370012002,3
271370005001,271370013001,6
271370005001,271370013002,12
271370005001,271370014001,6
271370005001,271370014002,3
271370005001,271370014003,17
271370005001,271370016001,3
271370005001,271370017001,20
271370005001,271370104001,7
271370005001,271370157001,124
271370005001,271370157002,12
271370005001,271370157003,123
271370005002,271370001001,25
271370005002,271370001002,10
271370005002,271370001003,46
271370005002,271370002001,6
271370005002,271370002002,15
271370005002,271370002003,10
271370005002,271370002004,1
271370005002,271370004001,1
271370005002,271370004002,9
271370005002,271370004003,11
271370005002,271370004004,54
271370005002,271370005001,71
271370005002,271370005002,218
271370005002,271370005003,33
271370005002,271370006001,3
271370005002,271370006002,13
271370005002,271370006003,25
271370005002,271370006004,15
271370005002,271370006005,28
271370005002,271370007001,78
271370005002,271370007002,66
271370005002,271370007003,33
271370005002,271370009001,1
271370005002,271370010001,15
271370005002,271370011001,12
271370005002,271370013001,1
271370005002,271370013002,1
271370005002,271370014001,1
271370005002,271370014002,2
271370005002,271370014003,5
271370005002,271370017001,2
271370005002,271370104001,2
271370005002,271370157001,149
271370005002,271370157002,9
271370005002,271370157003,162
271370005003,271370001001,33
271370005003,271370001002,21
271370005003,271370001003,23
271370005003,271370003012,3
271370005003,271370004001,1
271370005003,271370004002,26
271370005003,271370004003,28
271370005003,271370004004,90
271370005003,271370005001,64
271370005003,271370005002,30
271370005003,271370005003,228
271370005003,271370006001,8
271370005003,271370006002,1
271370005003,271370006003,14
271370005003,271370006004,8
271370005003,271370006005,10
271370005003,271370007001,71
271370005003,271370007002,93
271370005003,271370007003,37
271370005003,271370009001,2
271370005003,271370009002,2
271370005003,271370009003,4
271370005003,271370009004,1
271370005003,271370010001,23
271370005003,271370011001,34
271370005003,271370012001,8
271370005003,271370012002,5
271370005003,271370013001,12
271370005003,271370013002,20
271370005003,271370014001,5
271370005003,271370014002,11
271370005003,271370014003,55
271370005003,271370016001,120
271370005003,271370016002,1
271370005003,271370017001,28
271370005003,271370017002,11
271370005003,271370019001,2
271370005003,271370019003,2
271370005003,271370104001,1
271370005003,271370157001,232
271370005003,271370157002,27
271370005003,271370157003,357
271370006001,271370001003,1
271370006001,271370002001,13
271370006001,271370002002,46
271370006001,271370002003,50
271370006001,271370002004,4
271370006001,271370005001,8
271370006001,271370005002,3
271370006001,271370005003,10
271370006001,271370006001,120
271370006001,271370006002,17
271370006001,271370006003,30
271370006001,271370006004,29
271370006001,271370006005,141
271370006001,271370007001,108
271370006001,271370007002,32
271370006001,271370007003,65
271370006001,271370010001,3
271370006001,271370011001,19
271370006001,271370013002,1
271370006001,271370014002,4
271370006001,271370014003,9
271370006001,271370017001,16
271370006001,271370157001,31
271370006001,271370157002,3
271370006001,271370157003,33
271370006002,271370002001,41
271370006002,271370002002,27
271370006002,271370002003,47
271370006002,271370002004,12
271370006002,271370005001,1
271370006002,271370005002,9
271370006002,271370006001,26
271370006002,271370006002,117
271370006002,271370006003,42
271370006002,271370006004,17
271370006002,271370006005,100
271370006002,271370007001,78
271370006002,271370007002,19
271370006002,271370007003,14
271370006002,271370011001,29
271370006002,271370157001,4
271370006003,271370001003,5
271370006003,271370002001,30
271370006003,271370002002,45
271370006003,271370002003,51
271370006003,271370002004,5
271370006003,271370005001,9
271370006003,271370005002,23
271370006003,271370005003,17
271370006003,271370006001,39
271370006003,271370006002,43
271370006003,271370006003,169
271370006003,271370006004,50
271370006003,271370006005,180
271370006003,271370007001,149
271370006003,271370007002,38
271370006003,271370007003,34
271370006003,271370010001,2
271370006003,271370011001,15
271370006003,271370014003,4
271370006003,271370017001,2
271370006003,271370157001,35
271370006003,271370157003,7
271370006004,271370001003,6
271370006004,271370002001,41
271370006004,271370002002,112
271370006004,271370002003,136
271370006004,271370002004,15
271370006004,271370005001,5
271370006004,271370005002,18
271370006004,271370005003,10
271370006004,271370006001,24
271370006004,271370006002,23
271370006004,271370006003,38
271370006004,271370006004,184
271370006004,271370006005,102
271370006004,271370007001,68
271370006004,271370007002,13
271370006004,271370007003,14
271370006004,271370011001,1
271370006004,271370157001,10
271370006005,271370001001,2
271370006005,271370002001,83
271370006005,271370002002,83
271370006005,271370002003,172
271370006005,271370002004,19
271370006005,271370005001,10
271370006005,271370005002,29
271370006005,271370005003,14
271370006005,271370006001,108
271370006005,271370006002,91
271370006005,271370006003,146
271370006005,271370006004,94
271370006005,271370006005,483
271370006005,271370007001,220
271370006005,271370007002,71
271370006005,271370007003,52
271370006005,271370010001,15
271370006005,271370011001,78
271370006005,271370013002,4
271370006005,271370014001,1
271370006005,271370014002,2
271370006005,271370014003,26
271370006005,271370017001,3
271370006005,271370157001,30
271370006005,271370157002,4
271370006005,271370157003,17
271370007001,271370001001,5
271370007001,271370001002,1
271370007001,271370001003,5
271370007001,271370002001,45
271370007001,271370002002,38
271370007001,271370002003,69
271370007001,271370002004,4
271370007001,271370004002,4
271370007001,271370004004,26
271370007001,271370005001,47
271370007001,271370005002,106
271370007001,271370005003,73
271370007001,271370006001,107
271370007001,271370006002,74
271370007001,271370006003,140
271370007001,271370006004,64
271370007001,271370006005,246
271370007001,271370007001,412
271370007001,271370007002,205
271370007001,271370007003,204
271370007001,271370009001,7
271370007001,271370009003,1
271370007001,271370010001,75
271370007001,271370011001,93
271370007001,271370012001,9
271370007001,271370012002,15
271370007001,271370013001,23
271370007001,271370013002,21
271370007001,271370014001,6
271370007001,271370014002,21
271370007001,271370014003,61
271370007001,271370016001,4
271370007001,271370017001,60
271370007001,271370017002,4
271370007001,271370157001,213
271370007001,271370157002,25
271370007001,271370157003,208
271370007002,271370001001,36
271370007002,271370001002,13
271370007002,271370001003,2
271370007002,271370002001,6
271370007002,271370002002,4
271370007002,271370002003,13
271370007002,271370004002,15
271370007002,271370004003,21
271370007002,271370004004,53
271370007002,271370005001,38
271370007002,271370005002,67
271370007002,271370005003,90
271370007002,271370006001,29
271370007002,271370006002,27
271370007002,271370006003,46
271370007002,271370006004,16
271370007002,271370006005,72
271370007002,271370007001,218
271370007002,271370007002,503
271370007002,271370007003,181
271370007002,271370009001,20
271370007002,271370009002,7
271370007002,271370009003,10
271370007002,271370009004,3
271370007002,271370010001,137
271370007002,271370011001,124
271370007002,271370012001,13
271370007002,271370012002,17
271370007002,271370013001,10
271370007002,271370013002,31
271370007002,271370014001,25
271370007002,271370014002,18
271370007002,271370014003,52
271370007002,271370016001,38
271370007002,271370016002,1
271370007002,271370017001,37
271370007002,271370017002,30
271370007002,271370019001,5
271370007002,271370019003,4
271370007002,271370157001,202
271370007002,271370157002,47
271370007002,271370157003,136
271370007003,271370001001,18
271370007003,271370001002,6
271370007003,271370002001,3
271370007003,271370002002,2
271370007003,271370002003,3
271370007003,271370004002,5
271370007003,271370004003,15
271370007003,271370004004,21
271370007003,271370005001,39
271370007003,271370005002,33
271370007003,271370005003,50
271370007003,271370006001,59
271370007003,271370006002,15
271370007003,271370006003,36
271370007003,271370006004,15
271370007003,271370006005,38
271370007003,271370007001,173
271370007003,271370007002,173
271370007003,271370007003,232
271370007003,271370009001,4
271370007003,271370009002,1
271370007003,271370009003,6
271370007003,271370009004,1
271370007003,271370010001,39
271370007003,271370011001,138
271370007003,271370012001,8
271370007003,271370012002,17
271370007003,271370013001,3
271370007003,271370013002,7
271370007003,271370014001,10
271370007003,271370014002,14
271370007003,271370014003,43
271370007003,271370016001,41
271370007003,271370017001,52
271370007003,271370017002,21
271370007003,271370019001,17
271370007003,271370019002,5
271370007003,271370019003,15
271370007003,271370157001,79
271370007003,271370157002,28
271370007003,271370157003,92
271370009001,271370003011,10
271370009001,271370003012,40
271370009001,271370003013,16
271370009001,271370003021,3
271370009001,271370004002,25
271370009001,271370004003,49
271370009001,271370004004,48
271370009001,271370005001,2
271370009001,271370005002,2
271370009001,271370005003,2
271370009001,271370007001,7
271370009001,271370007002,15
271370009001,271370007003,4
271370009001,271370009001,150
271370009001,271370009002,9
271370009001,271370009003,24
271370009001,271370009004,19
271370009001,271370010001,35
271370009001,271370011001,17
271370009001,271370012001,17
271370009001,271370012002,33
271370009001,271370013001,53
271370009001,271370013002,13
271370009001,271370014001,1
271370009001,271370014002,10
271370009001,271370014003,5
271370009001,271370016001,49
271370009001,271370017001,54
271370009001,271370017002,25
271370009001,271370018001,3
271370009001,271370018002,5
271370009001,271370018003,14
271370009001,271370019001,112
271370009001,271370019002,26
271370009001,271370019003,29
271370009001,271370020001,3
271370009001,271370020002,1
271370009001,271370157001,41
271370009001,271370157002,31
271370009001,271370157003,90
271370009002,271370003011,36
271370009002,271370003012,82
271370009002,271370003013,20
271370009002,271370003021,12
271370009002,271370003022,1
271370009002,271370004002,39
271370009002,271370004003,158
271370009002,271370004004,90
271370009002,271370005001,2
271370009002,271370005003,1
271370009002,271370007002,6
271370009002,271370007003,3
271370009002,271370009001,12
271370009002,271370009002,130
271370009002,271370009003,57
271370009002,271370009004,21
271370009002,271370010001,6
271370009002,271370011001,10
271370009002,271370012001,7
271370009002,271370012002,25
271370009002,271370013001,16
271370009002,271370013002,6
271370009002,271370014001,3
271370009002,271370014002,9
271370009002,271370014003,9
271370009002,271370016001,52
271370009002,271370016002,4
271370009002,271370017001,44
271370009002,271370017002,36
271370009002,271370018001,11
271370009002,271370018002,7
271370009002,271370018003,13
271370009002,271370019001,123
271370009002,271370019002,20
271370009002,271370019003,37
271370009002,271370020002,1
271370009002,271370023001,1
271370009002,271370156001,3
271370009002,271370157001,17
271370009002,271370157002,6
271370009002,271370157003,64
271370009003,271370003011,57
271370009003,271370003012,102
271370009003,271370003013,33
271370009003,271370003021,17
271370009003,271370003022,3
271370009003,271370004002,48
271370009003,271370004003,156
